id_user,training_type,sum_payment,date
1001,group,800.0,2023-04-19
1001,group,800.0,2023-04-21
1001,group,800.0,2023-04-25
1001,indiv,1800.0,2023-04-27
1001,indiv,1800.0,2023-04-27
1001,indiv,1800.0,2023-04-28
1001,indiv,1800.0,2023-04-28
1001,group,800.0,2023-04-29
1001,group,800.0,2023-04-30
1001,indiv,,2023-04-30
1001,indiv,1600.0,2023-05-02
1001,indiv,1600.0,2023-05-03
1001,group,800.0,2023-05-14
1001,indiv,1600.0,2023-05-15
1001,group,800.0,2023-05-16
1001,indiv,1600.0,2023-05-16
1001,group,800.0,2023-05-18
1001,indiv,1600.0,2023-05-19
1001,indiv,1600.0,2023-05-21
1001,indiv,1600.0,2023-05-29
1001,group,800.0,2023-06-01
1001,group,800.0,2023-06-07
1001,group,800.0,2023-06-08
1001,group,800.0,2023-06-08
1001,group,800.0,2023-06-14
1001,group,800.0,2023-06-16
1001,group,800.0,2023-06-16
1001,group,800.0,2023-06-17
1001,group,800.0,2023-06-25
1001,group,800.0,2023-06-29
1001,group,800.0,2023-06-29
1001,group,800.0,2023-06-30
1001,group,800.0,2023-07-01
1001,group,800.0,2023-07-07
1001,group,800.0,2023-07-08
1001,group,800.0,2023-07-09
1001,group,800.0,2023-07-14
1001,group,800.0,2023-07-18
1001,group,,2023-07-22
1001,group,800.0,2023-07-28
1001,group,800.0,2023-07-29
1001,group,800.0,2023-08-01
1001,group,800.0,2023-08-03
1001,group,800.0,2023-08-03
1001,group,800.0,2023-08-06
1001,group,800.0,2023-08-14
1001,group,800.0,2023-08-15
1001,group,800.0,2023-08-21
1001,group,800.0,2023-08-23
1001,group,800.0,2023-08-25
1001,group,800.0,2023-08-26
1001,group,800.0,2023-08-29
1001,group,800.0,2023-08-29
1001,group,800.0,2023-09-01
1001,group,800.0,2023-09-03
1001,group,800.0,2023-09-16
1001,group,800.0,
1001,group,800.0,2023-09-17
1001,group,800.0,2023-09-21
1001,group,800.0,2023-09-22
1001,group,800.0,2023-09-30
1001,group,800.0,2023-10-01
1001,group,800.0,2023-10-03
1001,group,800.0,2023-10-04
1001,group,800.0,2023-10-05
1001,group,800.0,2023-10-08
1001,group,800.0,2023-10-12
1001,group,800.0,2023-10-13
1001,group,800.0,2023-10-14
1001,group,800.0,2023-10-15
1001,group,800.0,2023-10-17
1001,group,,2023-10-19
1001,group,800.0,2023-12-03
1001,group,800.0,2023-12-03
1001,group,800.0,2023-12-04
1001,group,800.0,2023-12-06
1001,group,800.0,2023-12-06
1001,group,800.0,2023-12-14
1001,group,800.0,2023-12-17
1001,group,800.0,2023-12-18
1001,group,800.0,2023-12-20
1001,group,800.0,2023-12-22
1001,group,800.0,2023-12-23
1001,group,800.0,2023-12-31
1002,indiv,1800.0,2023-02-01
1002,indiv,1800.0,2023-02-03
1002,indiv,1800.0,2023-02-04
1002,indiv,1800.0,2023-02-04
1002,indiv,1800.0,2023-02-05
1002,group,800.0,2023-02-07
1002,group,800.0,2023-02-08
1002,indiv,1800.0,2023-02-12
1002,group,800.0,2023-02-14
1002,group,800.0,2023-02-15
1002,indiv,1800.0,2023-02-15
1002,indiv,1800.0,2023-02-17
1002,indiv,1800.0,2023-03-03
1002,group,800.0,2023-03-08
1002,group,800.0,2023-03-08
1002,indiv,1800.0,2023-03-09
1002,indiv,1800.0,2023-03-10
1002,indiv,1800.0,2023-03-18
1002,indiv,1800.0,2023-03-20
1002,indiv,1800.0,2023-03-22
1002,group,800.0,2023-03-23
1002,group,800.0,2023-03-28
1002,indiv,1800.0,2023-03-28
1002,indiv,1800.0,2023-03-29
1002,group,800.0,2023-04-03
1002,group,800.0,
1002,group,800.0,2023-04-05
1002,indiv,1800.0,2023-04-06
1002,indiv,1800.0,2023-04-10
1002,group,800.0,2023-04-11
1002,indiv,1800.0,2023-04-14
1002,group,800.0,2023-04-15
1002,group,800.0,2023-04-20
1002,indiv,1800.0,2023-04-20
1002,group,800.0,2023-04-24
1002,group,800.0,2023-04-26
1002,indiv,1600.0,2023-05-01
1002,indiv,1600.0,2023-05-03
1002,indiv,1600.0,2023-05-03
1002,group,800.0,2023-05-04
1002,group,800.0,2023-05-05
1002,indiv,1600.0,2023-05-09
1002,indiv,1600.0,2023-05-10
1002,indiv,1600.0,2023-05-16
1002,indiv,1600.0,2023-05-16
1002,indiv,1600.0,2023-05-20
1002,indiv,1600.0,2023-05-27
1002,indiv,1600.0,2023-05-29
1002,group,800.0,2023-06-04
1002,group,800.0,2023-06-06
1002,group,800.0,2023-06-08
1002,indiv,1800.0,2023-06-09
1002,group,800.0,2023-06-10
1002,indiv,1800.0,
1002,indiv,1800.0,2023-06-10
1002,group,800.0,2023-06-18
1002,indiv,1800.0,2023-06-19
1002,group,800.0,2023-06-22
1002,group,800.0,2023-06-27
1002,indiv,1800.0,2023-06-27
1002,group,,2023-07-01
1002,group,800.0,2023-07-07
1002,group,800.0,2023-07-09
1002,indiv,1800.0,2023-07-09
1002,group,800.0,2023-07-11
1002,group,800.0,2023-07-11
1002,group,800.0,2023-07-14
1002,indiv,1800.0,2023-07-22
1002,group,800.0,2023-07-25
1002,indiv,1800.0,2023-07-25
1002,indiv,1800.0,2023-07-25
1002,group,800.0,2023-07-28
1002,indiv,1800.0,2023-08-03
1002,indiv,1800.0,2023-08-04
1002,group,800.0,2023-08-09
1002,group,800.0,2023-08-15
1002,indiv,1800.0,2023-08-17
1002,indiv,,2023-08-21
1002,indiv,1800.0,2023-08-24
1002,group,800.0,2023-08-26
1002,group,800.0,2023-08-27
1002,indiv,1800.0,2023-08-27
1002,group,800.0,2023-08-28
1002,indiv,1800.0,2023-08-30
1002,group,800.0,2023-09-03
1002,group,800.0,2023-09-03
1002,group,800.0,2023-09-06
1002,group,,2023-09-08
1002,group,800.0,2023-09-08
1002,group,800.0,2023-09-13
1002,indiv,1800.0,2023-09-17
1002,indiv,1800.0,2023-09-18
1002,indiv,3600.0,2023-09-21
1002,indiv,1800.0,2023-09-21
1002,group,800.0,2023-09-25
1002,group,800.0,2023-09-28
1002,indiv,1800.0,2023-10-02
1002,group,800.0,2023-10-03
1002,indiv,1800.0,2023-10-03
1002,indiv,18000.0,2023-10-07
1002,group,800.0,2023-10-09
1002,group,800.0,2023-10-15
1002,group,800.0,2023-10-18
1002,group,800.0,2023-10-19
1002,group,800.0,2023-10-23
1002,group,800.0,2023-10-29
1002,indiv,1800.0,2023-10-29
1002,indiv,1800.0,2023-10-30
1002,group,1600.0,2023-11-02
1002,group,800.0,2023-11-02
1002,group,800.0,2023-11-07
1002,indiv,1800.0,2023-11-12
1002,indiv,1800.0,2023-11-14
1002,indiv,1800.0,2023-11-18
1002,group,800.0,2023-11-20
1002,indiv,1800.0,2023-11-21
1002,group,1600.0,2023-11-25
1002,group,800.0,2023-11-27
1002,group,800.0,2023-11-28
1002,group,800.0,2023-11-28
1002,group,800.0,2023-12-02
1002,indiv,1800.0,2023-12-02
1002,indiv,1800.0,2023-12-06
1002,indiv,1800.0,2023-12-12
1002,group,800.0,2023-12-15
1002,group,800.0,2023-12-18
1002,indiv,1800.0,2023-12-18
1002,indiv,1800.0,2023-12-19
1002,indiv,1800.0,2023-12-19
1002,group,800.0,2023-12-22
1002,indiv,1800.0,2023-12-25
1002,indiv,1800.0,2023-12-27
1003,indiv,1800.0,2023-01-12
1003,indiv,1800.0,2023-01-12
1003,indiv,1800.0,2023-01-19
1003,indiv,1800.0,2023-01-21
1003,indiv,1800.0,2023-01-28
1003,indiv,1800.0,2023-01-29
1003,indiv,1800.0,2023-02-04
1003,indiv,1800.0,2023-02-04
1003,indiv,1800.0,2023-03-04
1003,indiv,1800.0,2023-03-10
1003,indiv,1800.0,2023-03-11
1003,indiv,1800.0,2023-03-13
1003,indiv,1800.0,2023-03-24
1003,indiv,1800.0,2023-03-29
1003,indiv,1800.0,2023-04-07
1003,indiv,1800.0,2023-04-09
1003,indiv,1800.0,2023-04-17
1003,indiv,1800.0,2023-04-23
1003,indiv,1800.0,2023-04-25
1003,indiv,1800.0,2023-04-29
1003,indiv,,2023-08-12
1003,indiv,1800.0,
1003,indiv,1800.0,2023-08-17
1003,indiv,1800.0,2023-08-18
1003,indiv,1800.0,2023-08-26
1003,indiv,1800.0,2023-08-31
1003,indiv,1800.0,2023-09-04
1003,indiv,1800.0,2023-09-07
1003,indiv,1800.0,2023-09-07
1003,indiv,1800.0,2023-09-17
1003,indiv,1800.0,2023-09-17
1003,indiv,1800.0,2023-09-17
1004,indiv,1800.0,
1004,indiv,1800.0,2023-02-13
1004,indiv,1800.0,2023-02-23
1004,indiv,1800.0,2023-02-25
1004,indiv,1800.0,2023-03-31
1004,indiv,1800.0,2023-04-10
1004,indiv,1800.0,2023-04-15
1004,indiv,1800.0,2023-04-27
1004,indiv,1600.0,2023-05-06
1004,indiv,1600.0,2023-05-25
1004,indiv,1800.0,2023-06-04
1004,indiv,1800.0,2023-07-01
1004,indiv,1800.0,2023-07-07
1004,indiv,1800.0,2023-07-27
1004,indiv,1800.0,2023-08-03
1004,indiv,1800.0,2023-08-07
1004,indiv,1800.0,2023-08-30
1004,indiv,1800.0,2023-09-07
1004,indiv,1800.0,2023-10-05
1005,indiv,1800.0,2023-07-04
1005,indiv,1800.0,2023-07-10
1005,indiv,,2023-07-31
1005,indiv,1800.0,2023-10-04
1005,indiv,1800.0,2023-10-17
1005,indiv,1800.0,2023-10-23
1005,indiv,1800.0,2023-10-28
1006,group,,2023-01-02
1006,group,800.0,2023-01-09
1006,group,800.0,2023-01-16
1006,group,800.0,2023-01-18
1006,group,800.0,2023-01-21
1006,group,800.0,2023-01-26
1006,group,800.0,2023-01-26
1006,group,800.0,2023-01-30
1006,group,800.0,2023-01-30
1006,group,800.0,2023-02-01
1006,group,800.0,2023-02-03
1006,group,800.0,2023-02-12
1006,group,800.0,2023-02-14
1006,group,800.0,2023-02-15
1006,group,800.0,2023-02-15
1006,group,800.0,2023-02-19
1006,group,800.0,2023-02-21
1006,group,800.0,2023-02-22
1006,group,800.0,2023-02-22
1006,group,800.0,2023-02-24
1006,group,800.0,2023-02-26
1006,group,800.0,2023-03-15
1006,group,800.0,2023-03-15
1006,group,800.0,2023-03-17
1006,group,800.0,2023-03-18
1006,group,800.0,2023-03-23
1006,group,800.0,2023-03-23
1006,group,800.0,2023-03-24
1006,group,8000.0,2023-03-26
1006,group,800.0,2023-03-27
1006,group,800.0,2023-04-05
1006,group,800.0,2023-04-10
1006,group,800.0,2023-04-16
1006,group,800.0,2023-04-18
1006,group,800.0,2023-04-21
1006,group,800.0,2023-04-25
1006,group,800.0,2023-04-25
1006,group,800.0,2023-04-26
1006,group,800.0,2023-04-28
1006,group,800.0,2023-08-09
1006,group,800.0,2023-08-10
1006,group,800.0,2023-08-12
1006,group,800.0,2023-08-14
1006,group,800.0,2023-08-15
1006,group,800.0,2023-08-17
1006,group,800.0,2023-08-19
1006,group,800.0,2023-08-20
1006,group,800.0,2023-08-29
1006,group,800.0,2023-09-05
1006,group,800.0,2023-09-05
1006,group,800.0,2023-09-16
1006,group,800.0,2023-09-19
1006,group,800.0,2023-09-19
1006,group,800.0,2023-09-20
1006,group,800.0,2023-09-23
1006,group,800.0,2023-09-25
1006,group,800.0,2023-09-25
1006,group,800.0,2023-09-26
1006,group,800.0,2023-09-26
1006,group,800.0,2023-09-28
1006,group,800.0,2023-10-01
1006,group,800.0,2023-10-02
1006,group,1600.0,2023-10-06
1006,group,800.0,2023-10-18
1006,group,800.0,2023-10-18
1006,group,800.0,2023-10-18
1006,group,800.0,2023-10-21
1006,group,800.0,2023-10-22
1006,group,800.0,2023-10-31
1006,group,800.0,2023-11-03
1006,group,800.0,2023-11-15
1006,group,800.0,2023-11-16
1006,group,800.0,2023-11-19
1006,group,800.0,2023-11-20
1006,group,800.0,2023-11-20
1006,group,800.0,2023-11-25
1006,group,800.0,2023-11-25
1006,group,800.0,2023-11-26
1006,group,800.0,2023-11-29
1007,indiv,1800.0,2023-01-24
1007,indiv,1800.0,2023-02-02
1007,indiv,1800.0,2023-02-17
1007,indiv,1800.0,
1007,indiv,1800.0,2023-03-23
1007,indiv,1800.0,2023-04-11
1008,indiv,1800.0,2023-08-01
1008,indiv,1800.0,2023-08-02
1008,group,800.0,2023-08-07
1008,indiv,1800.0,2023-08-18
1008,indiv,1800.0,2023-08-25
1008,group,800.0,2023-08-31
1008,group,800.0,2023-09-02
1008,group,800.0,2023-09-09
1008,group,800.0,2023-09-10
1008,indiv,1800.0,2023-09-13
1008,indiv,1800.0,2023-09-13
1008,group,800.0,2023-09-20
1008,indiv,1800.0,2023-10-09
1008,group,800.0,2023-10-12
1008,indiv,1800.0,2023-10-19
1008,group,800.0,2023-10-21
1008,group,,2023-10-23
1008,group,800.0,2023-10-24
1008,indiv,1800.0,2023-10-27
1008,group,800.0,2023-11-07
1008,group,800.0,2023-11-26
1008,group,800.0,2023-11-28
1009,indiv,1800.0,2023-06-04
1009,indiv,1800.0,2023-06-08
1009,indiv,1800.0,2023-07-06
1009,indiv,1800.0,2023-07-23
1009,indiv,1800.0,2023-08-10
1009,indiv,1800.0,2023-08-12
1009,indiv,1800.0,2023-08-29
1009,indiv,1800.0,2023-09-02
1009,indiv,1800.0,2023-09-28
1010,indiv,1800.0,2023-01-01
1010,group,800.0,2023-01-02
1010,group,800.0,2023-01-03
1010,group,800.0,2023-01-05
1010,group,800.0,2023-01-05
1010,indiv,1800.0,2023-01-07
1010,group,800.0,2023-01-16
1010,indiv,1800.0,2023-01-28
1010,group,800.0,2023-02-04
1010,group,800.0,2023-02-06
1010,group,800.0,2023-02-06
1010,group,800.0,2023-02-09
1010,indiv,1800.0,2023-02-15
1010,indiv,1800.0,2023-02-17
1010,group,800.0,2023-02-18
1010,indiv,1800.0,2023-02-19
1010,group,800.0,2023-03-06
1010,indiv,1800.0,2023-03-07
1010,indiv,1800.0,2023-03-07
1010,group,800.0,2023-03-12
1010,group,800.0,2023-03-12
1010,indiv,1800.0,2023-03-16
1010,group,800.0,2023-03-17
1010,group,800.0,2023-03-28
1010,indiv,1800.0,2023-04-04
1010,indiv,1800.0,2023-04-05
1010,group,800.0,2023-04-10
1010,group,,2023-04-13
1010,group,800.0,2023-04-19
1010,group,800.0,2023-04-20
1010,group,800.0,2023-04-28
1010,group,800.0,2023-04-29
1010,indiv,1600.0,2023-05-04
1010,group,800.0,2023-05-07
1010,group,800.0,2023-05-10
1010,indiv,1600.0,2023-05-11
1010,indiv,1600.0,2023-05-13
1010,indiv,1600.0,2023-05-16
1010,group,800.0,2023-05-22
1010,indiv,1600.0,2023-05-29
1010,group,800.0,2023-06-02
1010,group,800.0,2023-06-14
1010,indiv,1800.0,2023-06-17
1010,indiv,1800.0,2023-06-17
1010,group,800.0,2023-06-20
1010,group,800.0,2023-06-20
1010,indiv,1800.0,2023-06-24
1010,indiv,1800.0,2023-06-25
1010,group,800.0,2023-07-02
1010,group,800.0,2023-07-04
1010,group,800.0,2023-07-12
1010,group,800.0,2023-07-23
1010,group,,2023-07-25
1010,group,800.0,2023-07-27
1010,group,800.0,2023-07-29
1010,group,800.0,2023-07-30
1010,group,800.0,2023-09-02
1010,group,800.0,2023-09-12
1010,indiv,1800.0,2023-09-12
1010,group,,2023-09-13
1010,indiv,1800.0,2023-09-13
1010,indiv,1800.0,2023-09-14
1010,group,800.0,2023-09-20
1010,indiv,1800.0,2023-09-28
1010,group,800.0,2023-10-07
1010,group,800.0,2023-10-07
1010,group,800.0,2023-10-08
1010,indiv,1800.0,2023-10-14
1010,indiv,1800.0,2023-10-16
1010,group,800.0,2023-10-21
1010,indiv,1800.0,2023-10-22
1010,group,800.0,2023-10-23
1010,group,800.0,2023-11-01
1010,group,800.0,2023-11-06
1010,group,800.0,2023-11-09
1010,group,800.0,2023-11-10
1010,group,800.0,2023-11-11
1010,group,800.0,2023-11-16
1010,group,800.0,2023-11-17
1010,group,800.0,2023-11-26
1011,group,800.0,2023-05-02
1011,group,800.0,2023-05-05
1011,group,800.0,2023-05-07
1011,group,800.0,2023-05-13
1011,group,800.0,2023-05-13
1011,group,800.0,2023-05-13
1011,group,800.0,2023-05-14
1011,group,800.0,2023-05-20
1011,group,800.0,2023-05-24
1011,group,800.0,2023-05-31
1011,group,800.0,2023-11-01
1011,group,800.0,2023-11-03
1011,group,800.0,2023-11-04
1011,group,800.0,2023-11-06
1011,group,800.0,2023-11-12
1011,group,800.0,2023-11-19
1011,group,800.0,2023-11-22
1011,group,800.0,2023-11-22
1011,group,800.0,2023-11-25
1011,group,800.0,2023-11-25
1011,group,800.0,2023-11-26
1011,group,800.0,2023-11-27
1012,indiv,1800.0,2023-01-06
1012,indiv,1800.0,2023-01-25
1012,indiv,1800.0,2023-01-31
1012,indiv,1800.0,2023-12-02
1012,indiv,1800.0,2023-12-20
1012,indiv,,2023-12-30
1013,group,800.0,2023-01-01
1013,indiv,1800.0,2023-01-03
1013,group,800.0,2023-01-05
1013,indiv,1800.0,2023-01-07
1013,group,800.0,2023-01-12
1013,group,800.0,2023-01-12
1013,group,800.0,2023-01-13
1013,group,800.0,2023-01-15
1013,group,800.0,2023-01-22
1013,indiv,1800.0,2023-01-22
1013,group,800.0,2023-01-23
1013,indiv,1800.0,2023-01-24
1013,group,800.0,2023-01-28
1013,group,800.0,2023-01-30
1013,group,800.0,2023-02-01
1013,group,800.0,2023-02-02
1013,group,800.0,2023-02-02
1013,group,800.0,2023-02-04
1013,group,800.0,2023-02-07
1013,group,800.0,2023-02-07
1013,group,800.0,2023-02-10
1013,group,800.0,2023-02-11
1013,group,800.0,2023-02-15
1013,group,800.0,2023-02-18
1013,group,800.0,2023-02-19
1013,group,800.0,2023-02-21
1013,group,800.0,2023-02-22
1013,group,800.0,2023-02-23
1013,group,800.0,2023-03-01
1013,group,800.0,2023-03-04
1013,group,800.0,2023-03-06
1013,group,800.0,2023-03-07
1013,group,800.0,2023-03-11
1013,indiv,1800.0,2023-03-11
1013,group,800.0,2023-03-16
1013,group,800.0,2023-03-19
1013,group,800.0,2023-03-20
1013,group,800.0,2023-03-24
1013,group,800.0,
1013,group,800.0,2023-03-27
1013,group,800.0,2023-03-27
1013,group,800.0,2023-03-31
1013,group,800.0,2023-04-02
1013,group,800.0,2023-04-06
1013,group,800.0,2023-04-08
1013,group,800.0,2023-04-12
1013,group,800.0,2023-04-13
1013,group,800.0,2023-04-15
1013,group,800.0,2023-04-16
1013,group,800.0,2023-04-22
1013,group,800.0,2023-04-22
1013,group,800.0,2023-04-23
1013,indiv,1800.0,2023-04-23
1013,group,800.0,2023-04-26
1013,group,800.0,2023-04-28
1013,group,800.0,2023-04-29
1013,group,800.0,2023-05-01
1013,group,800.0,2023-05-07
1013,group,800.0,2023-05-10
1013,group,800.0,2023-05-12
1013,group,800.0,2023-05-14
1013,group,800.0,2023-05-15
1013,group,800.0,2023-05-18
1013,group,800.0,2023-05-24
1013,group,800.0,2023-05-24
1013,group,800.0,2023-05-25
1013,group,800.0,2023-05-27
1013,group,800.0,2023-05-28
1013,group,800.0,2023-05-30
1013,group,800.0,2023-05-31
1013,group,800.0,2023-06-02
1013,group,800.0,2023-06-06
1013,group,800.0,2023-06-08
1013,group,800.0,2023-06-12
1013,group,800.0,2023-06-13
1013,group,800.0,2023-06-13
1013,group,800.0,2023-06-17
1013,group,800.0,2023-06-19
1013,group,800.0,2023-06-20
1013,group,800.0,2023-06-23
1013,group,800.0,2023-06-26
1013,group,800.0,2023-06-28
1013,indiv,1800.0,2023-06-29
1013,indiv,1800.0,2023-06-29
1013,group,800.0,2023-07-03
1013,group,800.0,2023-07-15
1013,group,800.0,2023-07-16
1013,group,800.0,2023-07-16
1013,indiv,1800.0,2023-07-16
1013,group,800.0,2023-07-17
1013,indiv,1800.0,2023-07-20
1013,group,800.0,2023-07-22
1013,group,800.0,2023-07-23
1013,group,800.0,2023-07-25
1013,group,800.0,2023-07-25
1013,group,800.0,2023-07-31
1013,group,800.0,2023-07-31
1013,group,800.0,2023-07-31
1013,group,800.0,2023-08-01
1013,indiv,1800.0,2023-08-03
1013,group,800.0,2023-08-06
1013,indiv,18000.0,2023-08-06
1013,group,800.0,2023-08-08
1013,group,800.0,2023-08-14
1013,group,800.0,2023-08-17
1013,group,800.0,2023-08-17
1013,indiv,1800.0,2023-08-17
1013,group,800.0,2023-08-19
1013,group,800.0,2023-08-19
1013,indiv,1800.0,2023-08-19
1013,group,800.0,2023-08-20
1013,group,800.0,2023-08-20
1013,group,800.0,2023-09-03
1013,group,800.0,2023-09-10
1013,group,800.0,2023-09-10
1013,group,800.0,2023-09-10
1013,group,800.0,2023-09-13
1013,group,800.0,2023-09-14
1013,group,800.0,2023-09-16
1013,group,800.0,2023-09-18
1013,group,800.0,2023-09-21
1013,group,800.0,2023-09-22
1013,group,800.0,2023-09-22
1013,group,800.0,2023-09-25
1013,group,800.0,2023-09-26
1013,indiv,1800.0,2023-09-28
1013,group,800.0,2023-10-03
1013,group,800.0,2023-10-04
1013,indiv,1800.0,2023-10-08
1013,group,800.0,2023-10-13
1013,group,800.0,2023-10-14
1013,group,800.0,2023-10-14
1013,group,800.0,2023-10-20
1013,group,800.0,2023-10-21
1013,group,800.0,2023-10-22
1013,group,800.0,2023-10-25
1013,group,800.0,2023-10-27
1013,group,800.0,2023-10-28
1013,group,800.0,2023-10-29
1013,group,800.0,2023-10-30
1013,group,800.0,2023-11-05
1013,group,800.0,2023-11-07
1013,indiv,1800.0,2023-11-09
1013,group,800.0,2023-11-11
1013,group,800.0,2023-11-13
1013,indiv,1800.0,2023-11-16
1013,indiv,1800.0,2023-11-19
1013,group,800.0,2023-11-21
1013,group,800.0,2023-11-21
1013,group,800.0,2023-11-21
1013,group,800.0,2023-11-25
1013,group,800.0,
1013,group,800.0,2023-11-26
1013,indiv,1800.0,2023-11-30
1014,group,800.0,2023-04-01
1014,group,800.0,2023-04-04
1014,group,800.0,2023-04-05
1014,group,800.0,2023-04-15
1014,group,800.0,2023-04-17
1014,group,800.0,2023-04-27
1014,group,800.0,2023-09-06
1014,group,800.0,2023-09-10
1014,group,800.0,2023-09-12
1014,group,800.0,2023-09-14
1014,group,800.0,2023-09-25
1015,group,800.0,2023-04-04
1015,group,800.0,2023-04-05
1015,group,800.0,2023-04-07
1015,group,800.0,2023-04-08
1015,group,800.0,2023-04-21
1015,group,800.0,2023-04-23
1015,group,800.0,2023-04-24
1015,group,800.0,2023-04-26
1015,group,800.0,2023-06-02
1015,group,800.0,2023-06-09
1015,group,800.0,2023-06-14
1015,group,800.0,2023-06-18
1015,indiv,1800.0,2023-06-21
1015,indiv,1800.0,2023-06-22
1015,group,800.0,2023-06-29
1015,indiv,1800.0,2023-06-30
1015,group,800.0,2023-09-03
1015,group,800.0,2023-09-09
1015,group,800.0,2023-09-12
1015,group,800.0,2023-09-17
1015,group,800.0,2023-09-18
1015,group,800.0,2023-09-22
1016,indiv,1800.0,2023-01-04
1016,indiv,1800.0,2023-01-04
1016,indiv,1800.0,2023-01-13
1016,indiv,1800.0,2023-01-16
1017,indiv,1800.0,2023-12-05
1017,indiv,1800.0,2023-12-07
1017,indiv,1800.0,2023-12-17
1017,indiv,1800.0,2023-12-20
1017,indiv,1800.0,2023-12-22
1017,indiv,1800.0,2023-12-31
1018,indiv,1800.0,2023-08-04
1018,indiv,1800.0,2023-08-11
1018,indiv,1800.0,2023-08-12
1018,indiv,1800.0,2023-08-31
1018,indiv,1800.0,2023-09-02
1018,indiv,1800.0,2023-09-03
1018,indiv,1800.0,2023-09-09
1018,indiv,1800.0,2023-09-15
1018,indiv,1800.0,2023-09-23
1018,indiv,1800.0,2023-10-13
1018,indiv,1800.0,2023-10-14
1018,indiv,1800.0,2023-10-27
1018,indiv,1800.0,2023-10-28
1018,indiv,1800.0,2023-10-29
1018,indiv,1800.0,2023-10-29
1018,indiv,1800.0,2023-11-02
1018,indiv,1800.0,2023-11-13
1018,indiv,1800.0,2023-11-25
1019,indiv,1800.0,2023-01-02
1019,indiv,1800.0,2023-01-03
1019,indiv,1800.0,2023-01-06
1019,indiv,1800.0,2023-01-17
1019,indiv,1800.0,2023-02-05
1019,indiv,1800.0,2023-02-14
1019,indiv,1800.0,2023-02-15
1019,indiv,1800.0,2023-02-15
1019,indiv,1800.0,2023-02-16
1019,indiv,1800.0,2023-02-20
1019,indiv,1800.0,2023-03-14
1019,indiv,1800.0,2023-03-26
1019,indiv,1800.0,2023-03-31
1019,indiv,1800.0,2023-04-07
1019,indiv,1800.0,2023-04-08
1019,indiv,1800.0,2023-04-17
1019,indiv,1800.0,2023-04-21
1019,indiv,1800.0,2023-04-22
1019,indiv,1800.0,2023-04-29
1019,indiv,3200.0,2023-05-07
1019,indiv,1600.0,2023-05-10
1019,indiv,1600.0,2023-05-17
1019,indiv,1600.0,2023-05-21
1019,indiv,1600.0,2023-05-21
1019,indiv,1800.0,2023-06-05
1019,indiv,1800.0,2023-06-08
