id_user,mon,cnt_group,cnt_indiv,sum_group,sum_indiv,cnt_total,sum_total,min_mon,max_mon,city,age,gender
1010,2023-06,4,4,3200,7200,8,10400,2023-01,2023-11,Москва,47.0,female
1010,2023-07,8,0,6400,0,8,6400,2023-01,2023-11,Москва,47.0,female
1010,2023-09,4,4,3200,7200,8,10400,2023-01,2023-11,Москва,47.0,female
1010,2023-10,5,3,4000,5400,8,9400,2023-01,2023-11,Москва,47.0,female
1010,2023-11,8,0,6400,0,8,6400,2023-01,2023-11,Москва,47.0,female
1011,2023-05,10,0,8000,0,10,8000,2023-05,2023-11,СПб,22.0,male
1011,2023-11,12,0,9600,0,12,9600,2023-05,2023-11,СПб,22.0,male
1012,2023-01,0,3,0,5400,3,5400,2023-01,2023-12,Москва,53.0,female
1012,2023-12,0,3,0,5400,3,5400,2023-01,2023-12,Москва,53.0,female
1013,2023-01,10,4,8000,7200,14,15200,2023-01,2023-11,Москва,43.0,male
1013,2023-02,14,0,11200,0,14,11200,2023-01,2023-11,Москва,43.0,male
1013,2023-03,12,1,9600,1800,13,11400,2023-01,2023-11,Москва,43.0,male
1013,2023-04,13,1,10400,1800,14,12200,2023-01,2023-11,Москва,43.0,male
1013,2023-05,14,0,11200,0,14,11200,2023-01,2023-11,Москва,43.0,male
1013,2023-06,12,2,9600,3600,14,13200,2023-01,2023-11,Москва,43.0,male
1013,2023-07,12,2,9600,3600,14,13200,2023-01,2023-11,Москва,43.0,male
1013,2023-08,10,3,8000,5400,13,13400,2023-01,2023-11,Москва,43.0,male
1013,2023-09,13,1,10400,1800,14,12200,2023-01,2023-11,Москва,43.0,male
1013,2023-10,13,1,10400,1800,14,12200,2023-01,2023-11,Москва,43.0,male
1013,2023-11,9,4,7200,7200,13,14400,2023-01,2023-11,Москва,43.0,male
1014,2023-04,6,0,4800,0,6,4800,2023-04,2023-09,СПб,59.0,male
1014,2023-09,5,0,4000,0,5,4000,2023-04,2023-09,СПб,59.0,male
1015,2023-04,8,0,6400,0,8,6400,2023-04,2023-09,СПб,41.0,male
1015,2023-06,5,3,4000,5400,8,9400,2023-04,2023-09,СПб,41.0,male
1015,2023-09,6,0,4800,0,6,4800,2023-04,2023-09,СПб,41.0,male
1016,2023-01,0,4,0,7200,4,7200,2023-01,2023-01,Москва,25.0,female
1017,2023-12,0,6,0,10800,6,10800,2023-12,2023-12,СПб,20.0,female
1018,2023-08,0,4,0,7200,4,7200,2023-08,2023-11,Екатеринбург,19.0,female
1018,2023-09,0,5,0,9000,5,9000,2023-08,2023-11,Екатеринбург,19.0,female
1018,2023-10,0,6,0,10800,6,10800,2023-08,2023-11,Екатеринбург,19.0,female
1018,2023-11,0,3,0,5400,3,5400,2023-08,2023-11,Екатеринбург,19.0,female
1019,2023-01,0,4,0,7200,4,7200,2023-01,2023-12,Москва,40.0,male
1019,2023-02,0,6,0,10800,6,10800,2023-01,2023-12,Москва,40.0,male
1019,2023-03,0,3,0,5400,3,5400,2023-01,2023-12,Москва,40.0,male
1019,2023-04,0,6,0,10800,6,10800,2023-01,2023-12,Москва,40.0,male
1019,2023-05,0,4,0,6400,4,6400,2023-01,2023-12,Москва,40.0,male
1019,2023-06,0,3,0,5400,3,5400,2023-01,2023-12,Москва,40.0,male
1019,2023-12,0,5,0,9000,5,9000,2023-01,2023-12,Москва,40.0,male
1020,2023-01,7,3,5600,5400,10,11000,2023-01,2023-12,Екатеринбург,64.0,male
1020,2023-02,6,4,4800,7200,10,12000,2023-01,2023-12,Екатеринбург,64.0,male
1020,2023-06,8,0,6400,0,8,6400,2023-01,2023-12,Екатеринбург,64.0,male
1020,2023-07,6,0,4800,0,6,4800,2023-01,2023-12,Екатеринбург,64.0,male
1020,2023-08,7,0,5600,0,7,5600,2023-01,2023-12,Екатеринбург,64.0,male
1020,2023-09,6,0,4800,0,6,4800,2023-01,2023-12,Екатеринбург,64.0,male
1020,2023-10,6,0,4800,0,6,4800,2023-01,2023-12,Екатеринбург,64.0,male
1020,2023-11,8,0,6400,0,8,6400,2023-01,2023-12,Екатеринбург,64.0,male
1020,2023-12,6,0,4800,0,6,4800,2023-01,2023-12,Екатеринбург,64.0,male
1021,2023-04,0,1,0,1800,1,1800,2023-04,2023-11,СПб,63.0,male
1021,2023-05,0,1,0,1600,1,1600,2023-04,2023-11,СПб,63.0,male
1021,2023-06,0,3,0,5400,3,5400,2023-04,2023-11,СПб,63.0,male
1021,2023-07,0,1,0,1800,1,1800,2023-04,2023-11,СПб,63.0,male
1021,2023-08,0,3,0,5400,3,5400,2023-04,2023-11,СПб,63.0,male
1021,2023-11,0,1,0,1800,1,1800,2023-04,2023-11,СПб,63.0,male
1022,2023-01,4,3,3200,5400,7,8600,2023-01,2023-12,Москва,26.0,female
1022,2023-04,4,0,3200,0,4,3200,2023-01,2023-12,Москва,26.0,female
1022,2023-05,5,0,4000,0,5,4000,2023-01,2023-12,Москва,26.0,female
1022,2023-06,4,0,3200,0,4,3200,2023-01,2023-12,Москва,26.0,female
1022,2023-07,4,0,3200,0,4,3200,2023-01,2023-12,Москва,26.0,female
1022,2023-08,4,0,3200,0,4,3200,2023-01,2023-12,Москва,26.0,female
1022,2023-09,5,0,4000,0,5,4000,2023-01,2023-12,Москва,26.0,female
1022,2023-10,5,0,4000,0,5,4000,2023-01,2023-12,Москва,26.0,female
1022,2023-11,6,0,4800,0,6,4800,2023-01,2023-12,Москва,26.0,female
1022,2023-12,7,0,5600,0,7,5600,2023-01,2023-12,Москва,26.0,female
1023,2023-04,5,4,4000,7200,9,11200,2023-04,2023-11,Москва,29.0,female
1023,2023-07,4,6,3200,10800,10,14000,2023-04,2023-11,Москва,29.0,female
1023,2023-08,6,4,4800,7200,10,12000,2023-04,2023-11,Москва,29.0,female
1023,2023-09,5,4,4000,7200,9,11200,2023-04,2023-11,Москва,29.0,female
1023,2023-10,5,5,4000,9000,10,13000,2023-04,2023-11,Москва,29.0,female
1023,2023-11,7,3,5600,5400,10,11000,2023-04,2023-11,Москва,29.0,female
1024,2023-05,4,1,3200,1600,5,4800,2023-05,2023-11,Казань,59.0,male
1024,2023-06,4,2,3200,3600,6,6800,2023-05,2023-11,Казань,59.0,male
1024,2023-07,6,1,4800,1800,7,6600,2023-05,2023-11,Казань,59.0,male
1024,2023-08,5,1,4000,1800,6,5800,2023-05,2023-11,Казань,59.0,male
1024,2023-09,6,0,5600,0,6,5600,2023-05,2023-11,Казань,59.0,male
1024,2023-10,6,0,4800,0,6,4800,2023-05,2023-11,Казань,59.0,male
1024,2023-11,5,0,4000,0,5,4000,2023-05,2023-11,Казань,59.0,male
1025,2023-02,0,4,0,7200,4,7200,2023-02,2023-02,Москва,37.0,female
1026,2023-01,0,6,0,10800,6,10800,2023-01,2023-01,Москва,37.0,male
1027,2023-05,5,0,4000,0,5,4000,2023-05,2023-11,Москва,25.0,female
1027,2023-07,6,0,4800,0,6,4800,2023-05,2023-11,Москва,25.0,female
1027,2023-08,8,0,6400,0,8,6400,2023-05,2023-11,Москва,25.0,female
1027,2023-09,8,0,6400,0,8,6400,2023-05,2023-11,Москва,25.0,female
1027,2023-10,7,0,5600,0,7,5600,2023-05,2023-11,Москва,25.0,female
1027,2023-11,6,0,4800,0,6,4800,2023-05,2023-11,Москва,25.0,female
1029,2023-01,12,4,10400,7200,16,17600,2023-01,2023-11,СПб,42.0,female
1029,2023-05,3,12,2400,19200,15,21600,2023-01,2023-11,СПб,42.0,female
1029,2023-06,13,3,10400,5400,16,15800,2023-01,2023-11,СПб,42.0,female
1029,2023-07,13,3,10400,5400,16,15800,2023-01,2023-11,СПб,42.0,female
1029,2023-08,10,6,8000,10800,16,18800,2023-01,2023-11,СПб,42.0,female
1029,2023-09,10,6,8000,10800,16,18800,2023-01,2023-11,СПб,42.0,female
1029,2023-10,11,4,9600,7200,15,16800,2023-01,2023-11,СПб,42.0,female
1029,2023-11,14,2,11200,3600,16,14800,2023-01,2023-11,СПб,42.0,female
1030,2023-05,4,0,3200,0,4,3200,2023-05,2023-11,Екатеринбург,18.0,male
1030,2023-06,2,0,1600,0,2,1600,2023-05,2023-11,Екатеринбург,18.0,male
1030,2023-07,5,0,4000,0,5,4000,2023-05,2023-11,Екатеринбург,18.0,male
1030,2023-08,4,0,3200,0,4,3200,2023-05,2023-11,Екатеринбург,18.0,male
1030,2023-09,6,0,4800,0,6,4800,2023-05,2023-11,Екатеринбург,18.0,male
1030,2023-10,6,0,4800,0,6,4800,2023-05,2023-11,Екатеринбург,18.0,male
1030,2023-11,3,0,2400,0,3,2400,2023-05,2023-11,Екатеринбург,18.0,male
1031,2023-07,2,3,1600,5400,5,7000,2023-07,2023-12,Екатеринбург,54.0,female
1031,2023-09,2,2,1600,3600,4,5200,2023-07,2023-12,Екатеринбург,54.0,female
1031,2023-10,3,3,2400,5400,6,7800,2023-07,2023-12,Екатеринбург,54.0,female
1031,2023-11,3,2,2400,3600,5,6000,2023-07,2023-12,Екатеринбург,54.0,female
1031,2023-12,2,3,1600,5400,5,7000,2023-07,2023-12,Екатеринбург,54.0,female
1032,2023-07,5,0,4000,0,5,4000,2023-07,2023-11,СПб,52.0,female
1032,2023-09,7,0,5600,0,7,5600,2023-07,2023-11,СПб,52.0,female
1032,2023-10,4,0,3200,0,4,3200,2023-07,2023-11,СПб,52.0,female
1032,2023-11,4,0,3200,0,4,3200,2023-07,2023-11,СПб,52.0,female
1033,2023-04,3,1,2400,1800,4,4200,2023-04,2023-11,Казань,63.0,male
1033,2023-05,2,2,1600,3200,4,4800,2023-04,2023-11,Казань,63.0,male
1033,2023-06,3,1,2400,1800,4,4200,2023-04,2023-11,Казань,63.0,male
1033,2023-09,4,0,3200,0,4,3200,2023-04,2023-11,Казань,63.0,male
1033,2023-10,4,0,4000,0,4,4000,2023-04,2023-11,Казань,63.0,male
1033,2023-11,4,0,3200,0,4,3200,2023-04,2023-11,Казань,63.0,male
1034,2023-01,0,3,0,5400,3,5400,2023-01,2023-02,Москва,58.0,male
1034,2023-02,0,4,0,7200,4,7200,2023-01,2023-02,Москва,58.0,male
1035,2023-02,0,4,0,7200,4,7200,2023-02,2023-11,СПб,33.0,male
1035,2023-03,0,8,0,14400,8,14400,2023-02,2023-11,СПб,33.0,male
1035,2023-04,0,4,0,7200,4,7200,2023-02,2023-11,СПб,33.0,male
1035,2023-05,0,4,0,6400,4,6400,2023-02,2023-11,СПб,33.0,male
1035,2023-06,0,8,0,14400,8,14400,2023-02,2023-11,СПб,33.0,male
1035,2023-07,0,5,0,9000,5,9000,2023-02,2023-11,СПб,33.0,male
1035,2023-08,0,5,0,9000,5,9000,2023-02,2023-11,СПб,33.0,male
1035,2023-09,0,5,0,9000,5,9000,2023-02,2023-11,СПб,33.0,male
1035,2023-10,0,6,0,10800,6,10800,2023-02,2023-11,СПб,33.0,male
1035,2023-11,0,5,0,9000,5,9000,2023-02,2023-11,СПб,33.0,male
1036,2023-08,0,4,0,7200,4,7200,2023-08,2023-12,Екатеринбург,25.0,male
1036,2023-09,0,6,0,10800,6,10800,2023-08,2023-12,Екатеринбург,25.0,male
1036,2023-10,0,6,0,10800,6,10800,2023-08,2023-12,Екатеринбург,25.0,male
1036,2023-11,0,6,0,10800,6,10800,2023-08,2023-12,Екатеринбург,25.0,male
1036,2023-12,0,4,0,7200,4,7200,2023-08,2023-12,Екатеринбург,25.0,male
1037,2023-01,10,5,8000,9000,15,17000,2023-01,2023-12,СПб,37.0,male
1037,2023-08,10,6,8000,10800,16,18800,2023-01,2023-12,СПб,37.0,male
1037,2023-09,11,5,8800,9000,16,17800,2023-01,2023-12,СПб,37.0,male
1037,2023-11,14,2,11200,3600,16,14800,2023-01,2023-12,СПб,37.0,male
1037,2023-12,11,5,8800,9000,16,17800,2023-01,2023-12,СПб,37.0,male
1038,2023-01,7,0,5600,0,7,5600,2023-01,2023-12,Казань,29.0,male
1038,2023-05,2,4,1600,6400,6,8000,2023-01,2023-12,Казань,29.0,male
1038,2023-06,7,0,5600,0,7,5600,2023-01,2023-12,Казань,29.0,male
1038,2023-11,6,0,5600,0,6,5600,2023-01,2023-12,Казань,29.0,male
1038,2023-12,8,0,7200,0,8,7200,2023-01,2023-12,Казань,29.0,male
1039,2023-06,6,2,4800,3600,8,8400,2023-06,2023-08,СПб,18.0,male
1039,2023-07,5,3,4000,5400,8,9400,2023-06,2023-08,СПб,18.0,male
1039,2023-08,3,5,2400,9000,8,11400,2023-06,2023-08,СПб,18.0,male
1040,2023-01,3,1,2400,1800,4,4200,2023-01,2023-12,Екатеринбург,65.0,male
1040,2023-02,4,0,3200,0,4,3200,2023-01,2023-12,Екатеринбург,65.0,male
1040,2023-04,3,1,2400,1800,4,4200,2023-01,2023-12,Екатеринбург,65.0,male
1040,2023-05,0,4,0,6400,4,6400,2023-01,2023-12,Екатеринбург,65.0,male
1040,2023-06,3,1,3200,1800,4,5000,2023-01,2023-12,Екатеринбург,65.0,male
1040,2023-07,3,0,2400,0,3,2400,2023-01,2023-12,Екатеринбург,65.0,male
1040,2023-08,3,1,2400,1800,4,4200,2023-01,2023-12,Екатеринбург,65.0,male
1040,2023-09,3,1,2400,1800,4,4200,2023-01,2023-12,Екатеринбург,65.0,male
1040,2023-10,4,0,3200,0,4,3200,2023-01,2023-12,Екатеринбург,65.0,male
1040,2023-11,4,0,3200,0,4,3200,2023-01,2023-12,Екатеринбург,65.0,male
1040,2023-12,3,1,2400,1800,4,4200,2023-01,2023-12,Екатеринбург,65.0,male
1041,2023-01,6,4,4800,7200,10,12000,2023-01,2023-12,Москва,40.0,male
1041,2023-02,6,4,4800,7200,10,12000,2023-01,2023-12,Москва,40.0,male
1041,2023-03,5,5,4000,9000,10,13000,2023-01,2023-12,Москва,40.0,male
1041,2023-07,5,0,4000,0,5,4000,2023-01,2023-12,Москва,40.0,male
1041,2023-08,4,0,3200,0,4,3200,2023-01,2023-12,Москва,40.0,male
1041,2023-09,7,0,5600,0,7,5600,2023-01,2023-12,Москва,40.0,male
1041,2023-10,4,0,3200,0,4,3200,2023-01,2023-12,Москва,40.0,male
1041,2023-11,6,0,4800,0,6,4800,2023-01,2023-12,Москва,40.0,male
1041,2023-12,4,0,3200,0,4,3200,2023-01,2023-12,Москва,40.0,male
1042,2023-11,0,2,0,3600,2,3600,2023-11,2023-12,Москва,58.0,female
1042,2023-12,0,1,0,1800,1,1800,2023-11,2023-12,Москва,58.0,female
1043,2023-01,2,4,1600,7200,6,8800,2023-01,2023-12,Москва,50.0,male
1043,2023-02,4,3,3200,5400,7,8600,2023-01,2023-12,Москва,50.0,male
1043,2023-03,3,3,2400,5400,6,7800,2023-01,2023-12,Москва,50.0,male
1043,2023-07,3,3,2400,5400,6,7800,2023-01,2023-12,Москва,50.0,male
1043,2023-10,4,3,3200,5400,7,8600,2023-01,2023-12,Москва,50.0,male
1043,2023-11,3,3,2400,5400,6,7800,2023-01,2023-12,Москва,50.0,male
1043,2023-12,3,3,2400,5400,6,7800,2023-01,2023-12,Москва,50.0,male
1045,2023-01,3,4,2400,7200,7,9600,2023-01,2023-12,Москва,48.0,female
1045,2023-06,8,0,6400,0,8,6400,2023-01,2023-12,Москва,48.0,female
1045,2023-07,3,0,2400,0,3,2400,2023-01,2023-12,Москва,48.0,female
1045,2023-08,5,0,4000,0,5,4000,2023-01,2023-12,Москва,48.0,female
1045,2023-09,6,0,4800,0,6,4800,2023-01,2023-12,Москва,48.0,female
1045,2023-10,4,0,3200,0,4,3200,2023-01,2023-12,Москва,48.0,female
1045,2023-11,6,0,4800,0,6,4800,2023-01,2023-12,Москва,48.0,female
1045,2023-12,7,0,5600,0,7,5600,2023-01,2023-12,Москва,48.0,female
1046,2023-01,0,7,0,12600,7,12600,2023-01,2023-12,Москва,25.0,male
1046,2023-02,0,7,0,12600,7,12600,2023-01,2023-12,Москва,25.0,male
1046,2023-03,0,4,0,7200,4,7200,2023-01,2023-12,Москва,25.0,male
1046,2023-07,0,4,0,7200,4,7200,2023-01,2023-12,Москва,25.0,male
1046,2023-10,0,4,0,7200,4,7200,2023-01,2023-12,Москва,25.0,male
1046,2023-11,0,6,0,10800,6,10800,2023-01,2023-12,Москва,25.0,male
1046,2023-12,0,6,0,10800,6,10800,2023-01,2023-12,Москва,25.0,male
1047,2023-01,0,2,0,3600,2,3600,2023-01,2023-04,Москва,36.0,female
1047,2023-02,0,4,0,7200,4,7200,2023-01,2023-04,Москва,36.0,female
1047,2023-03,0,3,0,5400,3,5400,2023-01,2023-04,Москва,36.0,female
1047,2023-04,0,2,0,3600,2,3600,2023-01,2023-04,Москва,36.0,female
1048,2023-01,7,0,5600,0,7,5600,2023-01,2023-12,СПб,30.0,female
1048,2023-02,4,0,3200,0,4,3200,2023-01,2023-12,СПб,30.0,female
1048,2023-03,6,0,4800,0,6,4800,2023-01,2023-12,СПб,30.0,female
1048,2023-04,4,0,3200,0,4,3200,2023-01,2023-12,СПб,30.0,female
1048,2023-05,5,2,4000,3200,7,7200,2023-01,2023-12,СПб,30.0,female
1048,2023-06,8,0,6400,0,8,6400,2023-01,2023-12,СПб,30.0,female
1048,2023-11,8,0,6400,0,8,6400,2023-01,2023-12,СПб,30.0,female
1048,2023-12,7,0,5600,0,7,5600,2023-01,2023-12,СПб,30.0,female
1049,2023-01,12,4,9600,7200,16,16800,2023-01,2023-01,Москва,29.0,male
1050,2023-01,7,1,5600,1800,8,7400,2023-01,2023-09,Москва,40.0,male
1050,2023-02,6,1,4800,1800,7,6600,2023-01,2023-09,Москва,40.0,male
1050,2023-03,7,1,5600,1800,8,7400,2023-01,2023-09,Москва,40.0,male
1050,2023-04,7,0,5600,0,7,5600,2023-01,2023-09,Москва,40.0,male
1050,2023-05,8,0,6400,0,8,6400,2023-01,2023-09,Москва,40.0,male
1050,2023-06,5,0,4000,0,5,4000,2023-01,2023-09,Москва,40.0,male
1050,2023-07,6,0,4800,0,6,4800,2023-01,2023-09,Москва,40.0,male
1050,2023-08,4,0,3200,0,4,3200,2023-01,2023-09,Москва,40.0,male
1050,2023-09,8,0,6400,0,8,6400,2023-01,2023-09,Москва,40.0,male
1052,2023-04,0,4,0,7200,4,7200,2023-04,2023-05,Москва,21.0,female
1052,2023-05,0,5,0,8000,5,8000,2023-04,2023-05,Москва,21.0,female
1053,2023-09,6,0,4800,0,6,4800,2023-09,2023-12,Казань,35.0,male
1053,2023-10,8,0,6400,0,8,6400,2023-09,2023-12,Казань,35.0,male
1053,2023-11,8,0,6400,0,8,6400,2023-09,2023-12,Казань,35.0,male
1053,2023-12,8,0,6400,0,8,6400,2023-09,2023-12,Казань,35.0,male
1054,2023-01,7,3,5600,5400,10,11000,2023-01,2023-11,СПб,32.0,male
1054,2023-02,7,3,5600,5400,10,11000,2023-01,2023-11,СПб,32.0,male
1054,2023-03,4,6,3200,10800,10,14000,2023-01,2023-11,СПб,32.0,male
1054,2023-04,6,0,4800,0,6,4800,2023-01,2023-11,СПб,32.0,male
1054,2023-10,4,0,3200,0,4,3200,2023-01,2023-11,СПб,32.0,male
1054,2023-11,4,0,3200,0,4,3200,2023-01,2023-11,СПб,32.0,male
1055,2023-01,6,4,4800,7200,10,12000,2023-01,2023-09,СПб,35.0,female
1055,2023-02,6,3,4800,5400,9,10200,2023-01,2023-09,СПб,35.0,female
1055,2023-03,5,5,4000,9000,10,13000,2023-01,2023-09,СПб,35.0,female
1055,2023-04,4,6,3200,10800,10,14000,2023-01,2023-09,СПб,35.0,female
1055,2023-07,5,5,4000,9000,10,13000,2023-01,2023-09,СПб,35.0,female
1055,2023-08,4,6,3200,10800,10,14000,2023-01,2023-09,СПб,35.0,female
1055,2023-09,8,2,6400,3600,10,10000,2023-01,2023-09,СПб,35.0,female
1056,2023-01,0,6,0,10800,6,10800,2023-01,2023-12,Москва,29.0,male
1056,2023-02,0,5,0,9000,5,9000,2023-01,2023-12,Москва,29.0,male
1056,2023-05,0,3,0,4800,3,4800,2023-01,2023-12,Москва,29.0,male
1056,2023-08,0,5,0,9000,5,9000,2023-01,2023-12,Москва,29.0,male
1056,2023-09,0,2,0,3600,2,3600,2023-01,2023-12,Москва,29.0,male
1056,2023-10,0,2,0,3600,2,3600,2023-01,2023-12,Москва,29.0,male
1056,2023-11,0,6,0,10800,6,10800,2023-01,2023-12,Москва,29.0,male
1056,2023-12,0,5,0,9000,5,9000,2023-01,2023-12,Москва,29.0,male
1057,2023-01,5,0,4000,0,5,4000,2023-01,2023-11,Екатеринбург,40.0,male
1057,2023-02,5,0,4000,0,5,4000,2023-01,2023-11,Екатеринбург,40.0,male
1057,2023-03,5,0,4000,0,5,4000,2023-01,2023-11,Екатеринбург,40.0,male
1057,2023-04,8,0,6400,0,8,6400,2023-01,2023-11,Екатеринбург,40.0,male
1057,2023-05,5,0,4000,0,5,4000,2023-01,2023-11,Екатеринбург,40.0,male
1057,2023-06,5,0,4000,0,5,4000,2023-01,2023-11,Екатеринбург,40.0,male
1057,2023-07,7,0,5600,0,7,5600,2023-01,2023-11,Екатеринбург,40.0,male
1057,2023-08,6,0,4800,0,6,4800,2023-01,2023-11,Екатеринбург,40.0,male
1057,2023-09,7,0,5600,0,7,5600,2023-01,2023-11,Екатеринбург,40.0,male
1057,2023-10,5,0,4000,0,5,4000,2023-01,2023-11,Екатеринбург,40.0,male
1057,2023-11,7,0,5600,0,7,5600,2023-01,2023-11,Екатеринбург,40.0,male
1058,2023-01,3,5,2400,9000,8,11400,2023-01,2023-11,Москва,39.0,female
1058,2023-07,3,5,2400,9000,8,11400,2023-01,2023-11,Москва,39.0,female
1058,2023-08,2,6,1600,10800,8,12400,2023-01,2023-11,Москва,39.0,female
1058,2023-09,5,3,4000,5400,8,9400,2023-01,2023-11,Москва,39.0,female
1058,2023-11,5,3,4000,5400,8,9400,2023-01,2023-11,Москва,39.0,female
1059,2023-01,0,5,0,9000,5,9000,2023-01,2023-03,Москва,34.0,female
